bioguide,twitter,name,first,last,gender,birthday,source,congress,chamber,state,district,senate_class,party,term_start,term_end,congress_start,congress_end,overlap_start,overlap_end
K000398,CongressmanKean,"Thomas H. Kean, Jr.",Thomas,Kean,M,1968-09-05,current,118,house,NJ,7,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
K000394,,Andy Kim,Andy,Kim,M,1982-07-12,current,118,house,NJ,3,,Democrat,2023-01-03,2024-12-08,2023-01-03,2025-01-03,2023-01-03,2024-12-08
M001229,RepLaMonica,LaMonica McIver,LaMonica,McIver,F,1986-06-20,current,118,house,NJ,10,,Democrat,2024-09-18,2025-01-03,2023-01-03,2025-01-03,2024-09-18,2025-01-03
M001226,RepMenendez,Robert Menendez,Robert,Menendez,M,1985-07-12,current,118,house,NJ,8,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
N000188,DonaldNorcross,Donald Norcross,Donald,Norcross,M,1958-12-13,current,118,house,NJ,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
P000034,FrankPallone,"Frank Pallone, Jr.",Frank,Pallone,M,1951-10-30,current,118,house,NJ,6,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
P000096,,"Bill Pascrell, Jr.",Bill,Pascrell,M,1937-01-25,historical,118,house,NJ,9,,Democrat,2023-01-03,2024-08-21,2023-01-03,2025-01-03,2023-01-03,2024-08-21
P000604,,"Donald M. Payne, Jr.",Donald,Payne,M,1958-12-17,historical,118,house,NJ,10,,Democrat,2023-01-03,2024-04-24,2023-01-03,2025-01-03,2023-01-03,2024-04-24
S001207,,Mikie Sherrill,Mikie,Sherrill,F,1972-01-19,historical,118,house,NJ,11,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S000522,,Christopher H. Smith,Christopher,Smith,M,1953-03-04,current,118,house,NJ,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
V000133,Congressman_JVD,Jefferson Van Drew,Jefferson,Van Drew,M,1953-02-23,current,118,house,NJ,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
W000822,RepBonnie,Bonnie Watson Coleman,Bonnie,Watson Coleman,F,1945-02-06,current,118,house,NJ,12,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000273,RepTeresaLF,Teresa Leger Fernandez,Teresa,Leger Fernandez,F,1959-07-01,current,118,house,NM,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001218,Rep_Stansbury,Melanie A. Stansbury,Melanie,Stansbury,F,1979-01-31,current,118,house,NM,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
V000136,RepGabeVasquez,Gabe Vasquez,Gabriel (Gabe),Vasquez,M,1984-08-03,current,118,house,NM,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
A000369,MarkAmodeiNV2,Mark E. Amodei,Mark,Amodei,M,1958-06-12,current,118,house,NV,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001066,RepHorsford,Steven Horsford,Steven,Horsford,M,1973-04-29,current,118,house,NV,4,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000590,RepSusieLee,Susie Lee,Susie,Lee,F,1966-11-07,current,118,house,NV,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000468,RepDinaTitus,Dina Titus,Dina,Titus,F,1950-05-23,current,118,house,NV,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001223,,Jamaal Bowman,Jamaal,Bowman,M,1976-04-01,historical,118,house,NY,16,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001067,RepYvetteClarke,Yvette D. Clarke,Yvette,Clarke,F,1964-11-21,current,118,house,NY,9,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000632,,Anthony D’Esposito,Anthony,D'Esposito,M,1982-02-22,historical,118,house,NY,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
E000297,RepEspaillat,Adriano Espaillat,Adriano,Espaillat,M,1954-09-27,current,118,house,NY,13,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000597,RepGarbarino,Andrew R. Garbarino,Andrew,Garbarino,M,1984-09-27,current,118,house,NY,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000599,RepDanGoldman,Daniel S. Goldman,Dan,Goldman,M,1976-02-26,current,118,house,NY,10,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001038,,Brian Higgins,Brian,Higgins,M,1959-10-06,historical,118,house,NY,26,,Democrat,2023-01-03,2024-02-02,2023-01-03,2025-01-03,2023-01-03,2024-02-02
J000294,RepJeffries,Hakeem S. Jeffries,Hakeem,Jeffries,M,1970-08-04,current,118,house,NY,8,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
K000402,reptimkennedy,Timothy M. Kennedy,Timothy,Kennedy,M,1976-10-20,current,118,house,NY,26,,Democrat,2024-05-06,2025-01-03,2023-01-03,2025-01-03,2024-05-06,2025-01-03
L000598,RepLaLota,Nick LaLota,Nicolas,LaLota,M,1978-06-23,current,118,house,NY,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000600,RepLangworthy,Nicholas A. Langworthy,Nicholas,Langworthy,M,1981-02-27,current,118,house,NY,23,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000599,RepMikeLawler,Michael Lawler,Michael,Lawler,M,1986-09-09,current,118,house,NY,17,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M000317,RepMalliotakis,Nicole Malliotakis,Nicole,Malliotakis,F,1980-11-11,current,118,house,NY,11,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001137,RepGregoryMeeks,Gregory W. Meeks,Gregory,Meeks,M,1953-09-25,current,118,house,NY,5,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001188,RepGraceMeng,Grace Meng,Grace,Meng,F,1975-10-01,current,118,house,NY,6,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001221,,Marcus J. Molinaro,Marcus,Molinaro,M,1975-10-08,historical,118,house,NY,19,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001206,RepJoeMorelle,Joseph D. Morelle,Joseph,Morelle,M,1957-04-29,current,118,house,NY,25,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
N000002,RepJerryNadler,Jerrold Nadler,Jerrold,Nadler,M,1947-06-13,current,118,house,NY,12,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
O000172,RepAOC,Alexandria Ocasio-Cortez,Alexandria,Ocasio-Cortez,F,1989-10-13,current,118,house,NY,14,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
R000579,RepPatRyanNY,Patrick Ryan,Patrick,Ryan,M,1982-03-28,current,118,house,NY,18,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001222,,George Santos,George,Santos,M,1988-07-22,historical,118,house,NY,3,,Republican,2023-01-03,2023-12-01,2023-01-03,2025-01-03,2023-01-03,2023-12-01
S001196,RepStefanik,Elise M. Stefanik,Elise,Stefanik,F,1984-07-02,current,118,house,NY,21,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001201,reptomsuozzi,Thomas R. Suozzi,Thomas,Suozzi,M,1962-08-31,current,118,house,NY,3,,Democrat,2024-02-13,2025-01-03,2023-01-03,2025-01-03,2024-02-13,2025-01-03
T000478,RepTenney,Claudia Tenney,Claudia,Tenney,F,1961-02-04,current,118,house,NY,24,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000469,RepPaulTonko,Paul Tonko,Paul,Tonko,M,1949-06-18,current,118,house,NY,20,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000486,RepRitchie,Ritchie Torres,Ritchie,Torres,M,1988-03-12,current,118,house,NY,15,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
V000081,NydiaVelazquez,Nydia M. Velázquez,Nydia,Velázquez,F,1953-03-28,current,118,house,NY,7,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
W000828,,Brandon Williams,Brandon,Williams,M,1967-05-22,historical,118,house,NY,22,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001306,RepBalderson,Troy Balderson,Troy,Balderson,M,1962-01-16,current,118,house,OH,12,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001281,RepBeatty,Joyce Beatty,Joyce,Beatty,F,1950-03-12,current,118,house,OH,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001313,RepShontelBrown,Shontel M. Brown,Shontel,Brown,F,1975-06-24,current,118,house,OH,11,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001126,RepMikeCarey,Mike Carey,Mike,Carey,M,1971-03-13,current,118,house,OH,15,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000626,WarrenDavidson,Warren Davidson,Warren,Davidson,M,1970-03-01,current,118,house,OH,8,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
J000292,,Bill Johnson,Bill,Johnson,M,1954-11-10,historical,118,house,OH,6,,Republican,2023-01-03,2024-01-21,2023-01-03,2025-01-03,2023-01-03,2024-01-21
J000289,Jim_Jordan,Jim Jordan,Jim,Jordan,M,1964-02-17,current,118,house,OH,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
J000295,RepDaveJoyce,David P. Joyce,David,Joyce,M,1957-03-17,current,118,house,OH,14,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
K000009,RepMarcyKaptur,Marcy Kaptur,Marcy,Kaptur,F,1946-06-17,current,118,house,OH,9,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000601,repgreglandsman,Greg Landsman,Greg,Landsman,M,1976-12-04,current,118,house,OH,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000566,BobLatta,Robert E. Latta,Robert,Latta,M,1956-04-18,current,118,house,OH,5,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001222,repmaxmiller,Max L. Miller,Max,Miller,M,1988-11-13,current,118,house,OH,7,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
R000619,,Michael A. Rulli,Michael,Rulli,M,1969-03-11,current,118,house,OH,6,,Republican,2024-06-11,2025-01-03,2023-01-03,2025-01-03,2024-06-11,2025-01-03
S001223,RepEmiliaSykes,Emilia Strong Sykes,Emilia,Sykes,F,1986-01-04,current,118,house,OH,13,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000463,RepMikeTurner,Michael R. Turner,Michael,Turner,M,1960-01-11,current,118,house,OH,10,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
W000815,,Brad R. Wenstrup,Brad,Wenstrup,M,1958-06-17,historical,118,house,OH,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B000740,RepBice,Stephanie I. Bice,Stephanie,Bice,F,1973-11-11,current,118,house,OK,5,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001317,repbrecheen,Josh Brecheen,Josh,Brecheen,M,1979-06-19,current,118,house,OK,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001053,TomColeOK04,Tom Cole,Tom,Cole,M,1949-04-28,current,118,house,OK,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001082,repkevinhern,Kevin Hern,Kevin,Hern,M,1961-12-04,current,118,house,OK,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000491,RepFrankLucas,Frank D. Lucas,Frank,Lucas,M,1960-01-06,current,118,house,OK,3,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B000668,RepBentz,Cliff Bentz,Cliff,Bentz,M,1952-01-12,current,118,house,OR,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B000574,,Earl Blumenauer,Earl,Blumenauer,M,1948-08-16,historical,118,house,OR,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001278,RepBonamici,Suzanne Bonamici,Suzanne,Bonamici,F,1954-10-14,current,118,house,OR,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001135,,Lori Chavez-DeRemer,Lori,Chavez-DeRemer,F,1968-04-07,historical,118,house,OR,5,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001094,repvalhoyle,Val T. Hoyle,Valerie,Hoyle,F,1964-02-14,current,118,house,OR,4,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001226,repsalinas,Andrea Salinas,Andrea,Salinas,F,1969-12-06,current,118,house,OR,6,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001296,CongBoyle,Brendan F. Boyle,Brendan,Boyle,M,1977-02-06,current,118,house,PA,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001090,,Matt Cartwright,Matthew,Cartwright,M,1961-05-01,historical,118,house,PA,8,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000631,RepDean,Madeleine Dean,Madeleine,Dean,F,1959-06-06,current,118,house,PA,4,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000530,RepDeluzio,Christopher R. Deluzio,Chris,Deluzio,M,1984-07-13,current,118,house,PA,17,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
E000296,RepDwightEvans,Dwight Evans,Dwight,Evans,M,1954-05-16,current,118,house,PA,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000466,RepBrianFitz,Brian K. Fitzpatrick,Brian,Fitzpatrick,M,1973-12-17,current,118,house,PA,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001085,RepHoulahan,Chrissy Houlahan,Chrissy,Houlahan,F,1967-06-05,current,118,house,PA,6,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
J000302,RepJohnJoyce,John Joyce,John,Joyce,M,1957-02-08,current,118,house,PA,13,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
K000376,MikeKellyPA,Mike Kelly,Mike,Kelly,M,1948-05-10,current,118,house,PA,16,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000602,RepSummerLee,Summer L. Lee,Summer,Lee,F,1987-11-26,current,118,house,PA,12,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001204,RepMeuser,Daniel Meuser,Daniel,Meuser,M,1964-02-10,current,118,house,PA,9,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
P000605,RepScottPerry,Scott Perry,Scott,Perry,M,1962-05-27,current,118,house,PA,10,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
R000610,GReschenthaler,Guy Reschenthaler,Guy,Reschenthaler,M,1983-04-17,current,118,house,PA,14,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001205,RepMGS,Mary Gay Scanlon,Mary,Scanlon,F,1959-08-30,current,118,house,PA,5,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001199,RepSmucker,Lloyd Smucker,Lloyd,Smucker,M,1964-01-23,current,118,house,PA,11,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000467,CongressmanGT,Glenn Thompson,Glenn,Thompson,M,1959-07-27,current,118,house,PA,15,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
W000826,,Susan Wild,Susan,Wild,F,1957-06-07,historical,118,house,PA,7,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000582,,Jenniffer González-Colón,Jenniffer,González-Colón,F,1976-08-05,historical,118,house,PR,0,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
A000380,RepGabeAmo,Gabe Amo,Gabe,Amo,M,1987-12-11,current,118,house,RI,1,,Democrat,2023-11-07,2025-01-03,2023-01-03,2025-01-03,2023-11-07,2025-01-03
C001084,,David N. Cicilline,David,Cicilline,M,1961-07-15,historical,118,house,RI,1,,Democrat,2023-01-03,2023-05-31,2023-01-03,2025-01-03,2023-01-03,2023-05-31
M001223,Rep_Magaziner,Seth Magaziner,Seth,Magaziner,M,1983-07-22,current,118,house,RI,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C000537,RepJamesClyburn,James E. Clyburn,James,Clyburn,M,1940-07-21,current,118,house,SC,6,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000615,,Jeff Duncan,Jeff,Duncan,M,1966-01-07,historical,118,house,SC,3,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000478,RepRussellFry,Russell Fry,Russell,Fry,M,1985-01-31,current,118,house,SC,7,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M000194,RepNancyMace,Nancy Mace,Nancy,Mace,F,1977-12-04,current,118,house,SC,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
N000190,RepRalphNorman,Ralph Norman,Ralph,Norman,M,1953-06-20,current,118,house,SC,5,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000480,RepTimmons,William R. Timmons IV,William,Timmons,M,1984-04-30,current,118,house,SC,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
W000795,RepJoeWilson,Joe Wilson,Joe,Wilson,M,1947-07-31,current,118,house,SC,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
J000301,RepDustyJohnson,Dusty Johnson,Dusty,Johnson,M,1976-09-30,current,118,house,SD,0,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001309,RepTimBurchett,Tim Burchett,Tim,Burchett,M,1964-08-25,current,118,house,TN,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001068,RepCohen,Steve Cohen,Steve,Cohen,M,1949-05-24,current,118,house,TN,9,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000616,DesJarlaisTN04,Scott DesJarlais,Scott,DesJarlais,M,1964-02-21,current,118,house,TN,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000459,RepChuck,"Charles J. ""Chuck"" Fleischmann",Charles,Fleischmann,M,1962-10-11,current,118,house,TN,3,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000590,,Mark E. Green,Mark,Green,M,1964-11-08,historical,118,house,TN,7,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001086,RepHarshbarger,Diana Harshbarger,Diana,Harshbarger,F,1960-01-01,current,118,house,TN,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
K000392,RepDavidKustoff,David Kustoff,David,Kustoff,M,1966-10-08,current,118,house,TN,8,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
O000175,repogles,Andrew Ogles,Andrew,Ogles,M,1971-06-18,current,118,house,TN,5,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
R000612,RepJohnRose,John W. Rose,John,Rose,M,1965-02-23,current,118,house,TN,6,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
A000376,,Colin Z. Allred,Colin,Allred,M,1983-04-15,historical,118,house,TX,32,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
A000375,RepArrington,Jodey C. Arrington,Jodey,Arrington,M,1972-03-09,current,118,house,TX,19,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001291,RepBrianBabin,Brian Babin,Brian,Babin,M,1948-03-23,current,118,house,TX,36,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001248,,Michael C. Burgess,Michael,Burgess,M,1950-12-23,historical,118,house,TX,26,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001051,JudgeCarter,John R. Carter,John,Carter,M,1941-11-06,current,118,house,TX,31,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001131,RepCasar,Greg Casar,Gregorio,Casar,M,1989-05-04,current,118,house,TX,35,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001091,JoaquinCastrotx,Joaquin Castro,Joaquin,Castro,M,1974-09-16,current,118,house,TX,20,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001115,RepCloudTX,Michael Cloud,Michael,Cloud,M,1975-05-13,current,118,house,TX,27,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001120,RepDanCrenshaw,Dan Crenshaw,Dan,Crenshaw,M,1984-03-14,current,118,house,TX,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001130,RepJasmine,Jasmine Crockett,Jasmine,Crockett,F,1981-03-29,current,118,house,TX,30,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001063,RepCuellar,Henry Cuellar,Henry,Cuellar,M,1955-09-19,current,118,house,TX,28,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000594,RepMonicaDLC,Monica De La Cruz,Mónica,De La Cruz,F,1974-11-11,current,118,house,TX,15,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000399,RepLloydDoggett,Lloyd Doggett,Lloyd,Doggett,M,1946-10-06,current,118,house,TX,37,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
E000071,RepEllzey,Jake Ellzey,Jake,Ellzey,M,1970-01-24,current,118,house,TX,6,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
E000299,RepEscobar,Veronica Escobar,Veronica,Escobar,F,1969-09-15,current,118,house,TX,16,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000246,RepPatFallon,Pat Fallon,Patrick,Fallon,M,1967-12-19,current,118,house,TX,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000468,RepFletcher,Lizzie Fletcher,Lizzie,Fletcher,F,1975-02-13,current,118,house,TX,7,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000587,RepSylviaGarcia,Sylvia R. Garcia,Sylvia,Garcia,F,1950-09-06,current,118,house,TX,29,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000594,RepTonyGonzales,Tony Gonzales,Ernest,Gonzales,M,1980-10-10,current,118,house,TX,23,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000581,RepGonzalez,Vicente Gonzalez,Vicente,Gonzalez,M,1967-09-04,current,118,house,TX,34,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000589,,Lance Gooden,Lance,Gooden,M,1982-12-01,current,118,house,TX,5,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000377,,Kay Granger,Kay,Granger,F,1943-01-18,historical,118,house,TX,12,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
